group,method,queries,repeats,success_by_repeat,within20_by_repeat,verified_success,within20_success,mean_ms,p50_ms,p95_ms,p99_ms,total_ms_per_repeat,late_calls,witness_queries,witness_success_by_repeat,witness_confirmed_missed_uids,accepted_position_p50_p95_max_m,accepted_orientation_p50_p95_max_rad,edge_fraction,command_step_utilization_p50_p95_max,mean_local_qps,first_half_accepted_fraction,no_qp_fraction,continued_after_first_fraction,extra_weighted_qp_fraction,relative_stop_fraction,mean_iterations,failure_counts,native_status_counts,robot,condition
ordinary/high_utilization/alpha=0.0,direct_sqp,10,3,"[10,10,10]","[10,10,10]",1.0,1.0,2.7216748,2.66259,3.1394727000000002,3.1531649,27.216748,0,10,"[10,10,10]",[],"[0.0004999999801176895,0.0004999999955282551,0.0004999999955282551]","[0.008726645831333462,0.008726646098101426,0.008726646098101426]",1.0,"[0.8541071492647176,0.9999999999990037,0.9999999999990037]",,,,,,,20.2,{},"{""task_accepted_early"":30}",panda,position_half
ordinary/high_utilization/alpha=0.5,relative,10,3,"[10,10,10]","[10,10,10]",1.0,1.0,0.444961,0.450544,0.54609005,0.5722244500000001,4.44961,0,10,"[10,10,10]",[],"[1.933204743751288e-05,0.00028476395464418266,0.00028476395464418266]","[3.7049224287658816e-05,0.002649889929213458,0.002649889929213458]",0.0,"[0.842053944270053,0.9999999999990005,0.9999999999990005]",1.9,0.1,0.0,0.9,0.0,0.9,1.9,{},"{""native_task_candidate"":30}",panda,position_half
ordinary/high_utilization/alpha=0.5,gn,10,3,"[10,10,10]","[10,10,10]",1.0,1.0,0.4381847333333333,0.4401375,0.5381716,0.5525272800000001,4.381847333333333,0,10,"[10,10,10]",[],"[1.933204743751288e-05,0.00028476395464418266,0.00028476395464418266]","[3.7049224287658816e-05,0.002649889929213458,0.002649889929213458]",0.0,"[0.842053944270053,0.9999999999990005,0.9999999999990005]",,,,,,,2.9,{},"{""task_candidate"":30}",panda,position_half
ordinary/high_utilization/alpha=0.5,direct_sqp,10,3,"[10,10,10]","[10,10,10]",1.0,1.0,2.6960176000000002,2.594226,3.20352335,3.22772805,26.960176000000004,0,10,"[10,10,10]",[],"[0.0004999999764443654,0.0004999999966901193,0.0004999999966901193]","[0.008726645832498686,0.008726646143657436,0.008726646143657436]",1.0,"[0.8617746243333383,0.9999999999990037,0.9999999999990037]",,,,,,,20.1,{},"{""task_accepted_early"":30}",panda,position_half
ordinary/high_utilization/alpha=0.95,relative,10,3,"[10,10,10]","[10,10,10]",1.0,1.0,0.4382912,0.45262250000000004,0.48775404999999994,0.50375873,4.382912,0,10,"[10,10,10]",[],"[1.9618773787282283e-05,0.0002748861368840475,0.0002748861368840475]","[3.8737456412987596e-05,0.003755108174127422,0.003755108174127422]",0.0,"[0.8636518659226362,0.9999999999990005,0.9999999999990005]",1.9,0.1,0.0,0.9,0.0,0.9,1.9,{},"{""native_task_candidate"":30}",panda,position_half
ordinary/high_utilization/alpha=0.95,gn,10,3,"[10,10,10]","[10,10,10]",1.0,1.0,0.4296455,0.4348635,0.49522669999999996,0.50151501,4.296455,0,10,"[10,10,10]",[],"[1.9618773787282283e-05,0.0002748861368840475,0.0002748861368840475]","[3.8737456412987596e-05,0.003755108174127422,0.003755108174127422]",0.0,"[0.8636518659226362,0.9999999999990005,0.9999999999990005]",,,,,,,2.9,{},"{""task_candidate"":30}",panda,position_half
ordinary/high_utilization/alpha=0.95,direct_sqp,10,3,"[10,10,10]","[10,10,10]",1.0,1.0,2.6587057333333335,2.5234695,3.1069193,3.1104154000000004,26.587057333333334,0,10,"[10,10,10]",[],"[0.0004999999768431815,0.0004999999915168217,0.0004999999915168217]","[0.008726645836290573,0.00872664591791533,0.00872664591791533]",1.0,"[0.8759148135976178,0.9999999999990037,0.9999999999990037]",,,,,,,20.1,{},"{""task_accepted_early"":30}",panda,position_half
ordinary/multijoint_boundary/alpha=0.0,relative,10,3,"[10,10,10]","[10,10,10]",1.0,1.0,0.5604737333333334,0.5878760000000001,0.6565243499999999,0.67576587,5.6047373333333335,0,10,"[10,10,10]",[],"[7.762125172504328e-06,0.00036932085515663417,0.00036932085515663417]","[2.1650454959541047e-05,0.001572534238817602,0.001572534238817602]",0.0,"[0.9999999999990008,0.9999999999990037,0.9999999999990037]",1.9,0.1,0.0,0.9,0.0,0.9,1.9,{},"{""native_task_candidate"":30}",panda,position_half
ordinary/multijoint_boundary/alpha=0.0,gn,10,3,"[10,10,10]","[10,10,10]",1.0,1.0,0.5483754,0.5626435,0.6431789499999999,0.66107037,5.483754,0,10,"[10,10,10]",[],"[7.762125172504328e-06,0.00036932085515663417,0.00036932085515663417]","[2.1650454959541047e-05,0.001572534238817602,0.001572534238817602]",0.0,"[0.9999999999990008,0.9999999999990037,0.9999999999990037]",,,,,,,2.9,{},"{""task_candidate"":30}",panda,position_half
ordinary/multijoint_boundary/alpha=0.0,direct_sqp,10,3,"[10,10,10]","[10,10,10]",1.0,1.0,2.747832433333332,2.71209,3.2703008000000002,3.28374777,27.478324333333322,0,10,"[10,10,10]",[],"[0.0004999999758077971,0.0004999999852677301,0.0004999999852677301]","[0.00872664583113699,0.008726645845248146,0.008726645845248146]",1.0,"[0.9999999999989999,0.9999999999990037,0.9999999999990037]",,,,,,,20.3,{},"{""task_accepted_early"":30}",panda,position_half
ordinary/multijoint_boundary/alpha=0.5,relative,10,3,"[10,10,10]","[10,10,10]",1.0,1.0,0.5061805666666667,0.5149475,0.5702379,0.58196928,5.061805666666667,0,10,"[10,10,10]",[],"[6.046013900849711e-05,0.00036357868362625297,0.00036357868362625297]","[0.0030358281599585724,0.004552509091048443,0.004552509091048443]",0.0,"[0.9999999999990026,0.9999999999990037,0.9999999999990037]",1.9,0.1,0.0,0.9,0.0,0.9,1.9,{},"{""native_task_candidate"":30}",panda,position_half
ordinary/multijoint_boundary/alpha=0.5,gn,10,3,"[10,10,10]","[10,10,10]",1.0,1.0,0.49712129999999993,0.509486,0.54420355,0.56886192,4.971213,0,10,"[10,10,10]",[],"[6.046013900849711e-05,0.00036357868362625297,0.00036357868362625297]","[0.0030358281599585724,0.004552509091048443,0.004552509091048443]",0.0,"[0.9999999999990026,0.9999999999990037,0.9999999999990037]",,,,,,,2.9,{},"{""task_candidate"":30}",panda,position_half
ordinary/multijoint_boundary/alpha=0.5,direct_sqp,10,3,"[10,10,10]","[10,10,10]",1.0,1.0,2.724526066666667,2.7581575000000003,3.1666481,3.17784845,27.245260666666667,0,10,"[10,10,10]",[],"[0.0004999999771150811,0.0004999999925127625,0.0004999999925127625]","[0.008726645829605374,0.008726645957745579,0.008726645957745579]",1.0,"[0.9999999999990008,0.9999999999990037,0.9999999999990037]",,,,,,,20.7,{},"{""task_accepted_early"":30}",panda,position_half
ordinary/multijoint_boundary/alpha=0.95,relative,10,3,"[10,10,10]","[10,10,10]",1.0,1.0,0.6716842666666667,0.5294235,2.1603107,2.19230161,6.716842666666667,0,10,"[10,10,10]",[],"[0.00012042296536379497,0.00047042847866773355,0.00047042847866773355]","[0.006016151223839136,0.007837393949075594,0.007837393949075594]",0.1,"[0.9999999999990026,0.9999999999990037,0.9999999999990037]",3.0,0.1,0.0,0.9,0.1,0.9,2.0,{},"{""native_task_candidate"":30}",panda,position_half
ordinary/multijoint_boundary/alpha=0.95,gn,10,3,"[9,9,9]","[9,9,9]",0.9,0.9,0.6788215333333333,0.5154405,2.326987,2.35494999,6.788215333333333,0,10,"[9,9,9]","[""5695516474081e307ced5c6ef9970058481789bc3fd27d27a67ad33e1f9ba7a1""]","[0.00011605535894431412,0.00035848543847006014,0.00035848543847006014]","[0.0050087399398304495,0.007837393949075594,0.007837393949075594]",0.0,"[0.9999999999990026,0.9999999999990037,0.9999999999990037]",,,,,,,3.7,"{""orientation_tolerance"":3}","{""task_candidate"":27,""stationary"":3}",panda,position_half
ordinary/multijoint_boundary/alpha=0.95,direct_sqp,10,3,"[10,10,10]","[10,10,10]",1.0,1.0,2.7101171333333336,2.650854,3.16630185,3.18148332,27.101171333333337,0,10,"[10,10,10]",[],"[0.0004999999791934554,0.0004999999976083932,0.0004999999976083932]","[0.008726645839172152,0.008726646012078444,0.008726646012078444]",1.0,"[0.9999999999990005,0.9999999999990037,0.9999999999990037]",,,,,,,20.4,{},"{""task_accepted_early"":30}",panda,position_half
near_singular/regular/alpha=0.0,relative,10,3,"[10,10,10]","[10,10,10]",1.0,1.0,0.2857107333333334,0.2784175,0.31383184999999997,0.3162682,2.857107333333334,0,10,"[10,10,10]",[],"[6.007383052155063e-05,0.00019937118922333744,0.00019937118922333744]","[0.0001252324222043937,0.0009442890120036761,0.0009442890120036761]",0.0,"[0.2975935188903422,0.33952914377858534,0.33952914377858534]",1.0,1.0,0.0,0.0,0.0,0.0,1.0,{},"{""native_task_candidate"":30}",panda,position_half
near_singular/regular/alpha=0.0,gn,10,3,"[10,10,10]","[10,10,10]",1.0,1.0,0.30994903333333335,0.307272,0.33177795,0.33283681,3.0994903333333337,0,10,"[10,10,10]",[],"[6.007383052155063e-05,0.00019937118922333744,0.00019937118922333744]","[0.0001252324222043937,0.0009442890120036761,0.0009442890120036761]",0.0,"[0.2975935188903422,0.33952914377858534,0.33952914377858534]",,,,,,,2.0,{},"{""task_candidate"":30}",panda,position_half
near_singular/regular/alpha=0.0,direct_sqp,10,3,"[10,10,10]","[10,10,10]",1.0,1.0,1.5637888666666666,1.5129955000000002,2.10970655,2.12882889,15.637888666666667,0,10,"[10,10,10]",[],"[0.000499999977487668,0.000499999999831819,0.000499999999831819]","[0.00872664582456201,0.008726645877790483,0.008726645877790483]",1.0,"[0.110658362170063,0.2599298961212788,0.2599298961212788]",,,,,,,11.0,{},"{""task_accepted_early"":30}",panda,position_half
near_singular/regular/alpha=0.5,relative,10,3,"[10,10,10]","[10,10,10]",1.0,1.0,0.30970663333333337,0.29596849999999997,0.44416475,0.47183906000000003,3.0970663333333337,0,10,"[10,10,10]",[],"[0.00014135757035424695,0.0002847550579524499,0.0002847550579524499]","[0.001194547231338934,0.003297074460479415,0.003297074460479415]",0.0,"[0.8526898667180722,0.9999999999990011,0.9999999999990011]",1.1,0.9,0.0,0.1,0.0,0.1,1.1,{},"{""native_task_candidate"":30}",panda,position_half
near_singular/regular/alpha=0.5,gn,10,3,"[10,10,10]","[10,10,10]",1.0,1.0,0.33027843333333323,0.3172825,0.458781,0.46440494,3.302784333333332,0,10,"[10,10,10]",[],"[0.00014135757035424695,0.0002847550579524499,0.0002847550579524499]","[0.001194547231338934,0.003297074460479415,0.003297074460479415]",0.0,"[0.8526898667180722,0.9999999999990011,0.9999999999990011]",,,,,,,2.1,{},"{""task_candidate"":30}",panda,position_half
near_singular/regular/alpha=0.5,direct_sqp,10,3,"[10,10,10]","[10,10,10]",1.0,1.0,1.5684787999999996,1.5241574999999998,2.44905575,2.4504069299999998,15.684787999999996,0,10,"[10,10,10]",[],"[0.0004999999792917073,0.0004999999947781105,0.0004999999947781105]","[0.008726645827940076,0.008726645898050285,0.008726645898050285]",1.0,"[0.13487819858155506,0.2793887650772181,0.2793887650772181]",,,,,,,11.0,{},"{""task_accepted_early"":30}",panda,position_half
near_singular/regular/alpha=0.95,relative,10,3,"[10,10,10]","[10,10,10]",1.0,1.0,0.32214879999999996,0.30817,0.45032615,0.47334883,3.2214879999999995,0,10,"[10,10,10]",[],"[0.00023993250970609414,0.00042765439267386534,0.00042765439267386534]","[0.0027116713187464708,0.006700023835706357,0.006700023835706357]",0.0,"[0.9999999999989999,0.9999999999990037,0.9999999999990037]",1.1,0.9,0.0,0.1,0.0,0.1,1.1,{},"{""native_task_candidate"":30}",panda,position_half
near_singular/regular/alpha=0.95,gn,10,3,"[10,10,10]","[10,10,10]",1.0,1.0,0.3455886000000001,0.3373935,0.44095789999999996,0.46141587,3.455886000000001,0,10,"[10,10,10]",[],"[0.00023993250970609414,0.00042765439267386534,0.00042765439267386534]","[0.0027116713187464708,0.006700023835706357,0.006700023835706357]",0.0,"[0.9999999999989999,0.9999999999990037,0.9999999999990037]",,,,,,,2.1,{},"{""task_candidate"":30}",panda,position_half
near_singular/regular/alpha=0.95,direct_sqp,10,3,"[10,10,10]","[10,10,10]",1.0,1.0,1.6984111,1.667702,2.58285285,2.60366136,16.984111,0,10,"[10,10,10]",[],"[0.0004999999762782151,0.0004999999938390263,0.0004999999938390263]","[0.008726645824997556,0.008726645864381797,0.008726645864381797]",1.0,"[0.1529840437957588,0.2948852609014677,0.2948852609014677]",,,,,,,11.8,{},"{""task_accepted_early"":30}",panda,position_half
near_singular/high_utilization/alpha=0.0,relative,10,3,"[10,10,10]","[10,10,10]",1.0,1.0,0.4610468666666667,0.5045585,0.566161,0.56961388,4.610468666666667,0,10,"[10,10,10]",[],"[9.499289202074732e-05,0.0004866533327817557,0.0004866533327817557]","[0.0002533721366733319,0.006582337902036458,0.006582337902036458]",0.3,"[0.9999999999989987,0.9999999999990037,0.9999999999990037]",1.7,0.3,0.0,0.7,0.0,0.7,1.7,{},"{""native_task_candidate"":30}",panda,position_half
near_singular/high_utilization/alpha=0.0,gn,10,3,"[10,10,10]","[10,10,10]",1.0,1.0,0.46621680000000004,0.48720850000000004,0.573292,0.58757832,4.662168,0,10,"[10,10,10]",[],"[9.499289202074732e-05,0.0004866533327817557,0.0004866533327817557]","[0.0002533721366733319,0.006582337902036458,0.006582337902036458]",0.3,"[0.9999999999989987,0.9999999999990037,0.9999999999990037]",,,,,,,2.7,{},"{""task_candidate"":30}",panda,position_half
near_singular/high_utilization/alpha=0.0,direct_sqp,10,3,"[10,10,10]","[10,10,10]",1.0,1.0,2.5087257333333337,2.5427855,2.6509659,2.66966913,25.087257333333337,0,10,"[10,10,10]",[],"[0.0004999999776036136,0.0004999999982318995,0.0004999999982318995]","[0.008726645832893672,0.008726645958901207,0.008726645958901207]",1.0,"[0.9159794885216026,0.9999999999989999,0.9999999999989999]",,,,,,,18.6,{},"{""task_accepted_early"":30}",panda,position_half
near_singular/high_utilization/alpha=0.5,relative,10,3,"[10,10,10]","[10,10,10]",1.0,1.0,0.5007766666666666,0.4954575,0.5962135,0.60480365,5.007766666666666,0,10,"[10,10,10]",[],"[0.00011654899966721398,0.00046633318283328734,0.00046633318283328734]","[0.0017448720344021146,0.005051456007627372,0.005051456007627372]",0.1,"[0.9999999999990005,0.9999999999990037,0.9999999999990037]",1.9,0.1,0.0,0.9,0.0,0.9,1.9,{},"{""native_task_candidate"":30}",panda,position_half
near_singular/high_utilization/alpha=0.5,gn,10,3,"[10,10,10]","[10,10,10]",1.0,1.0,0.4942043,0.489023,0.58244385,0.6014142499999999,4.942043,0,10,"[10,10,10]",[],"[0.00011654899966721398,0.00046633318283328734,0.00046633318283328734]","[0.0017448720344021146,0.005051456007627372,0.005051456007627372]",0.1,"[0.9999999999990005,0.9999999999990037,0.9999999999990037]",,,,,,,2.9,{},"{""task_candidate"":30}",panda,position_half
near_singular/high_utilization/alpha=0.5,direct_sqp,10,3,"[10,10,10]","[10,10,10]",1.0,1.0,2.5098161666666665,2.5213105000000002,2.7194382,2.72816787,25.098161666666666,0,10,"[10,10,10]",[],"[0.000499999976855478,0.0004999999918192188,0.0004999999918192188]","[0.008726645834679447,0.008726646005319878,0.008726646005319878]",1.0,"[0.9178368566643604,0.9999999999989999,0.9999999999989999]",,,,,,,18.6,{},"{""task_accepted_early"":30}",panda,position_half
near_singular/high_utilization/alpha=0.95,relative,10,3,"[10,10,10]","[10,10,10]",1.0,1.0,0.49926886666666676,0.5004335,0.58597015,0.6043804500000001,4.992688666666667,0,10,"[10,10,10]",[],"[0.0001821094563343869,0.0004089049283783856,0.0004089049283783856]","[0.003409382646739121,0.007251688832621017,0.007251688832621017]",0.0,"[0.9999999999990006,0.9999999999990037,0.9999999999990037]",1.9,0.1,0.0,0.9,0.0,0.9,1.9,{},"{""native_task_candidate"":30}",panda,position_half
near_singular/high_utilization/alpha=0.95,gn,10,3,"[10,10,10]","[10,10,10]",1.0,1.0,0.49565113333333327,0.49074799999999996,0.59939915,0.60611965,4.956511333333332,0,10,"[10,10,10]",[],"[0.0001821094563343869,0.0004089049283783856,0.0004089049283783856]","[0.003409382646739121,0.007251688832621017,0.007251688832621017]",0.0,"[0.9999999999990006,0.9999999999990037,0.9999999999990037]",,,,,,,2.9,{},"{""task_candidate"":30}",panda,position_half
near_singular/high_utilization/alpha=0.95,direct_sqp,10,3,"[10,10,10]","[10,10,10]",1.0,1.0,2.6318911000000003,2.5941465,2.89779265,2.93367896,26.318911000000003,0,10,"[10,10,10]",[],"[0.0004999999775162228,0.0004999999845983087,0.0004999999845983087]","[0.00872664582740866,0.008726646123495795,0.008726646123495795]",1.0,"[0.9334449531718672,0.9999999999990005,0.9999999999990005]",,,,,,,19.7,{},"{""task_accepted_early"":30}",panda,position_half
near_singular/multijoint_boundary/alpha=0.0,relative,10,3,"[10,10,10]","[10,10,10]",1.0,1.0,0.5475937666666667,0.5198445,0.7361095999999999,0.7685423,5.475937666666667,0,10,"[10,10,10]",[],"[9.29382245124193e-06,6.147123112130833e-05,6.147123112130833e-05]","[7.847018786120324e-05,0.0003508594097379582,0.0003508594097379582]",0.0,"[0.9999999999990011,0.9999999999990037,0.9999999999990037]",2.0,0.0,0.0,1.0,0.0,1.0,2.0,{},"{""native_task_candidate"":30}",panda,position_half
near_singular/multijoint_boundary/alpha=0.0,gn,10,3,"[10,10,10]","[10,10,10]",1.0,1.0,0.5450092333333333,0.512186,0.7491099499999999,0.754776,5.450092333333333,0,10,"[10,10,10]",[],"[9.29382245124193e-06,6.147123112130833e-05,6.147123112130833e-05]","[7.847018786120324e-05,0.0003508594097379582,0.0003508594097379582]",0.0,"[0.9999999999990011,0.9999999999990037,0.9999999999990037]",,,,,,,3.0,{},"{""task_candidate"":30}",panda,position_half
near_singular/multijoint_boundary/alpha=0.0,direct_sqp,10,3,"[10,10,10]","[10,10,10]",1.0,1.0,2.5809692999999996,2.5554505,2.8510525999999996,2.87258362,25.809692999999996,0,10,"[10,10,10]",[],"[0.0004999999758996958,0.0004999999919267559,0.0004999999919267559]","[0.008726645830906415,0.008726645959441646,0.008726645959441646]",1.0,"[0.9999999999989999,0.9999999999990026,0.9999999999990026]",,,,,,,19.4,{},"{""task_accepted_early"":30}",panda,position_half
near_singular/multijoint_boundary/alpha=0.5,relative,10,3,"[10,10,10]","[10,10,10]",1.0,1.0,0.5465177666666666,0.5484755,0.626997,0.63433734,5.4651776666666665,0,10,"[10,10,10]",[],"[0.00011574778115437361,0.00022935415736718217,0.00022935415736718217]","[0.0031689514856997735,0.004223184766734943,0.004223184766734943]",0.0,"[0.9999999999990026,0.9999999999990037,0.9999999999990037]",2.0,0.0,0.0,1.0,0.0,1.0,2.0,{},"{""native_task_candidate"":30}",panda,position_half
near_singular/multijoint_boundary/alpha=0.5,gn,10,3,"[10,10,10]","[10,10,10]",1.0,1.0,0.5223686333333333,0.5145204999999999,0.5982552,0.60988538,5.223686333333332,0,10,"[10,10,10]",[],"[0.00011574778115437361,0.00022935415736718217,0.00022935415736718217]","[0.0031689514856997735,0.004223184766734943,0.004223184766734943]",0.0,"[0.9999999999990026,0.9999999999990037,0.9999999999990037]",,,,,,,3.0,{},"{""task_candidate"":30}",panda,position_half
near_singular/multijoint_boundary/alpha=0.5,direct_sqp,10,3,"[10,10,10]","[10,10,10]",1.0,1.0,2.5764224999999996,2.4865785,3.03342495,3.04508587,25.764224999999996,0,10,"[10,10,10]",[],"[0.0004999999768001118,0.0004999999916278315,0.0004999999916278315]","[0.008726645833685421,0.008726646119381603,0.008726646119381603]",1.0,"[0.9999999999989999,0.9999999999990026,0.9999999999990026]",,,,,,,19.4,{},"{""task_accepted_early"":30}",panda,position_half
near_singular/multijoint_boundary/alpha=0.95,relative,10,3,"[10,10,10]","[10,10,10]",1.0,1.0,0.5367075333333333,0.5239594999999999,0.61027625,0.63147081,5.367075333333333,0,10,"[10,10,10]",[],"[0.00023508375886908262,0.0004346911842519763,0.0004346911842519763]","[0.006243768022633421,0.008336387602891836,0.008336387602891836]",0.2,"[0.9999999999990026,0.9999999999990037,0.9999999999990037]",2.0,0.0,0.0,1.0,0.0,1.0,2.0,{},"{""native_task_candidate"":30}",panda,position_half
near_singular/multijoint_boundary/alpha=0.95,gn,10,3,"[10,10,10]","[10,10,10]",1.0,1.0,0.5295307,0.5194415,0.6263362499999999,0.63316506,5.295307,0,10,"[10,10,10]",[],"[0.00023508375886908262,0.0004346911842519763,0.0004346911842519763]","[0.006243768022633421,0.008336387602891836,0.008336387602891836]",0.2,"[0.9999999999990026,0.9999999999990037,0.9999999999990037]",,,,,,,3.0,{},"{""task_candidate"":30}",panda,position_half
near_singular/multijoint_boundary/alpha=0.95,direct_sqp,10,3,"[10,10,10]","[10,10,10]",1.0,1.0,2.5901790000000005,2.631847,3.0499389,3.05913938,25.901790000000005,0,10,"[10,10,10]",[],"[0.000499999976509537,0.0004999999942136429,0.0004999999942136429]","[0.008726645824146548,0.008726646156901934,0.008726646156901934]",1.0,"[0.9999999999989992,0.9999999999990026,0.9999999999990026]",,,,,,,19.5,{},"{""task_accepted_early"":30}",panda,position_half
